Date/Time,Temp (C),Temp (F),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-04-05 04:00:00,1.5,34.7,-5.2,61,17,25.0,100.47,Mostly Cloudy
2012-04-05 05:00:00,1.5,34.7,-6.7,54,17,25.0,100.51,Mostly Cloudy
2012-04-05 06:00:00,1.5,34.7,-7.2,52,19,24.1,100.6,Cloudy
2012-04-05 07:00:00,2.3,36.14,-6.9,51,19,24.1,100.68,Mostly Cloudy
2012-04-05 08:00:00,2.7,36.86,-6.5,51,20,24.1,100.72,Mostly Cloudy
2012-04-05 09:00:00,3.9,39.019999999999996,-6.1,48,22,24.1,100.76,Mostly Cloudy
2012-04-05 10:00:00,4.5,40.1,-7.6,41,17,24.1,100.76,Mostly Cloudy
2012-04-05 11:00:00,4.8,40.64,-7.1,42,26,24.1,100.77,Mostly Cloudy
2012-04-05 12:00:00,5.2,41.36,-6.6,42,22,24.1,100.74,Mostly Cloudy
2012-04-05 13:00:00,6.6,43.879999999999995,-5.3,42,22,24.1,100.73,Mostly Cloudy
2012-04-05 14:00:00,6.7,44.06,-6.2,39,20,24.1,100.7,Mainly Clear
2012-04-05 15:00:00,7.6,45.68,-5.9,38,19,24.1,100.67,Mainly Clear
2012-04-05 16:00:00,8.9,48.019999999999996,-5.7,35,24,48.3,100.65,Mainly Clear
2012-04-05 17:00:00,7.7,45.86,-6.9,35,24,48.3,100.7,Mainly Clear
2012-04-05 18:00:00,6.6,43.879999999999995,-7.0,37,20,48.3,100.75,Mostly Cloudy
2012-04-05 19:00:00,5.6,42.08,-7.7,38,26,25.0,100.82,Mostly Cloudy
2012-04-05 20:00:00,5.3,41.54,-7.9,38,19,25.0,100.87,Mostly Cloudy
2012-04-05 21:00:00,4.9,40.82,-7.7,40,19,25.0,100.88,Mostly Cloudy
2012-04-05 22:00:00,4.4,39.92,-7.4,42,22,25.0,100.89,Mostly Cloudy
2012-04-05 23:00:00,3.5,38.3,-7.8,43,19,25.0,100.93,Mostly Cloudy
2012-04-06 00:00:00,3.0,37.4,-8.2,44,22,25.0,100.97,Mostly Cloudy
2012-04-06 01:00:00,2.8,37.04,-8.4,43,17,25.0,100.98,Mostly Cloudy
2012-04-06 02:00:00,2.3,36.14,-8.2,46,22,25.0,101.04,Cloudy
2012-04-06 03:00:00,1.5,34.7,-8.2,48,19,25.0,101.09,Cloudy
2012-04-06 04:00:00,1.1,33.98,-8.3,49,17,25.0,101.13,Mostly Cloudy
2012-04-06 05:00:00,-0.1,31.82,-8.7,52,15,24.1,101.17,Mostly Cloudy
2012-04-06 06:00:00,-0.5,31.1,-9.4,51,15,48.3,101.23,Mainly Clear
2012-04-06 07:00:00,0.4,32.72,-8.9,50,15,48.3,101.3,Clear
2012-04-06 08:00:00,1.1,33.98,-8.8,48,19,48.3,101.34,Clear
2012-04-06 09:00:00,2.1,35.78,-8.4,46,17,48.3,101.37,Clear
2012-04-06 10:00:00,3.9,39.019999999999996,-7.9,42,6,48.3,101.35,Mainly Clear
2012-04-06 11:00:00,5.7,42.26,-7.7,37,19,48.3,101.32,Clear
2012-04-06 12:00:00,6.6,43.879999999999995,-8.3,34,20,48.3,101.24,Mainly Clear
2012-04-06 13:00:00,7.6,45.68,-7.7,33,15,48.3,101.18,Clear
2012-04-06 14:00:00,8.6,47.480000000000004,-8.5,29,9,48.3,101.13,Mainly Clear
2012-04-06 15:00:00,9.3,48.74,-8.3,28,19,48.3,101.1,Mainly Clear
2012-04-06 16:00:00,8.5,47.3,-9.3,27,28,48.3,101.08,Mostly Cloudy
2012-04-06 17:00:00,7.7,45.86,-11.0,25,32,48.3,101.11,Mostly Cloudy
2012-04-06 18:00:00,7.3,45.14,-11.6,25,19,25.0,101.16,Mostly Cloudy
2012-04-06 19:00:00,7.3,45.14,-11.7,24,13,25.0,101.21,Mostly Cloudy
2012-04-06 20:00:00,6.7,44.06,-10.6,28,11,25.0,101.24,Mostly Cloudy
2012-04-06 21:00:00,6.7,44.06,-10.3,28,9,25.0,101.24,Cloudy
2012-04-06 22:00:00,6.8,44.24,-10.8,27,11,25.0,101.26,Cloudy
2012-04-06 23:00:00,6.1,42.980000000000004,-9.9,31,11,25.0,101.27,Cloudy
2012-04-07 00:00:00,5.6,42.08,-9.7,32,11,25.0,101.28,Cloudy
2012-04-07 01:00:00,5.5,41.9,-10.6,30,17,25.0,101.29,Mostly Cloudy
2012-04-07 02:00:00,3.1,37.58,-10.3,37,7,25.0,101.3,Mostly Cloudy
2012-04-07 03:00:00,2.4,36.32,-10.0,39,11,25.0,101.32,Mainly Clear
2012-04-07 04:00:00,2.5,36.5,-10.2,39,11,25.0,101.35,Mostly Cloudy
2012-04-07 05:00:00,0.2,32.36,-10.4,45,7,25.0,101.39,Mainly Clear
2012-04-07 06:00:00,1.5,34.7,-9.3,44,9,48.3,101.46,Mostly Cloudy
2012-04-07 07:00:00,2.4,36.32,-10.1,39,11,48.3,101.5,Mainly Clear
2012-04-07 08:00:00,4.5,40.1,-9.3,36,11,48.3,101.51,Mostly Cloudy
2012-04-07 09:00:00,4.5,40.1,-9.5,35,11,48.3,101.52,Mostly Cloudy
2012-04-07 10:00:00,5.7,42.26,-8.5,35,17,48.3,101.54,Mostly Cloudy
2012-04-07 11:00:00,6.0,42.8,-9.2,33,13,48.3,101.51,Mostly Cloudy
2012-04-07 12:00:00,6.6,43.879999999999995,-8.1,34,11,48.3,101.47,Mostly Cloudy
2012-04-07 13:00:00,6.8,44.24,-7.8,34,9,48.3,101.44,Mostly Cloudy
2012-04-07 14:00:00,7.8,46.04,-7.8,32,9,48.3,101.39,Cloudy
2012-04-07 15:00:00,8.0,46.4,-6.7,35,7,48.3,101.36,Mostly Cloudy
2012-04-07 16:00:00,8.4,47.120000000000005,-6.4,34,4,24.1,101.34,Mostly Cloudy
2012-04-07 17:00:00,8.4,47.120000000000005,-6.3,35,9,24.1,101.35,Mostly Cloudy
2012-04-07 18:00:00,8.0,46.4,-6.1,36,7,25.0,101.35,Mostly Cloudy
2012-04-07 19:00:00,8.0,46.4,-5.2,39,13,25.0,101.37,Mostly Cloudy
2012-04-07 20:00:00,7.7,45.86,-5.4,39,15,25.0,101.43,Cloudy
2012-04-07 21:00:00,7.5,45.5,-5.2,40,17,25.0,101.41,Mostly Cloudy
2012-04-07 22:00:00,6.2,43.16,-5.1,44,15,25.0,101.36,Mostly Cloudy
2012-04-07 23:00:00,5.9,42.620000000000005,-5.0,45,11,25.0,101.31,Mostly Cloudy
2012-04-08 00:00:00,5.8,42.44,-5.2,45,9,25.0,101.24,Cloudy
2012-04-08 01:00:00,4.8,40.64,-4.8,50,7,25.0,101.18,Cloudy
2012-04-08 02:00:00,4.2,39.56,-4.5,53,4,25.0,101.11,Cloudy
2012-04-08 03:00:00,3.7,38.66,-3.9,58,4,25.0,101.06,Cloudy
2012-04-08 04:00:00,3.7,38.66,-4.4,55,4,25.0,101.0,Cloudy
2012-04-08 05:00:00,4.0,39.2,-4.5,54,7,25.0,100.95,Cloudy
2012-04-08 06:00:00,4.8,40.64,-4.1,52,7,48.3,100.91,Mostly Cloudy
2012-04-08 07:00:00,5.7,42.26,-4.1,49,11,48.3,100.87,Mostly Cloudy
2012-04-08 08:00:00,6.6,43.879999999999995,-3.9,47,13,48.3,100.81,Mostly Cloudy
2012-04-08 09:00:00,7.4,45.32,-3.7,45,19,48.3,100.73,Mostly Cloudy
2012-04-08 10:00:00,7.3,45.14,-4.8,42,22,48.3,100.61,Mostly Cloudy
2012-04-08 11:00:00,9.4,48.92,-3.6,40,15,48.3,100.46,Mostly Cloudy
2012-04-08 12:00:00,10.4,50.72,-3.8,37,17,48.3,100.25,Mostly Cloudy
2012-04-08 13:00:00,11.7,53.06,-3.9,33,20,48.3,100.11,Mostly Cloudy
2012-04-08 14:00:00,12.1,53.78,-3.5,33,20,48.3,99.97,Mostly Cloudy
2012-04-08 15:00:00,12.3,54.14,-3.8,32,22,48.3,99.86,Mostly Cloudy
2012-04-08 16:00:00,12.4,54.32,-4.2,31,22,48.3,99.8,Cloudy
2012-04-08 17:00:00,12.3,54.14,-4.5,31,7,48.3,99.75,Mostly Cloudy
2012-04-08 18:00:00,11.9,53.42,-4.7,31,19,25.0,99.69,Mostly Cloudy
2012-04-08 19:00:00,11.5,52.7,-4.9,31,17,48.3,99.64,Mostly Cloudy
2012-04-08 20:00:00,10.9,51.620000000000005,-3.9,35,15,25.0,99.59,Mostly Cloudy
2012-04-08 21:00:00,10.4,50.72,-3.9,36,17,25.0,99.5,Mostly Cloudy
2012-04-08 22:00:00,10.2,50.36,-3.7,37,19,25.0,99.42,Mostly Cloudy
2012-04-08 23:00:00,8.5,47.3,-3.2,44,7,25.0,99.38,Cloudy
2012-04-09 00:00:00,7.5,45.5,-3.5,46,4,25.0,99.31,Mostly Cloudy
2012-04-09 01:00:00,4.8,40.64,-2.4,60,9,25.0,99.24,Cloudy
2012-04-09 02:00:00,5.4,41.72,-1.3,62,9,25.0,99.19,Cloudy
2012-04-09 03:00:00,5.5,41.9,-1.1,62,0,25.0,99.14,Cloudy
2012-04-09 04:00:00,5.7,42.26,-0.9,62,11,25.0,99.12,Cloudy
2012-04-09 05:00:00,5.9,42.620000000000005,-1.4,59,7,25.0,99.09,Cloudy
2012-04-09 06:00:00,6.1,42.980000000000004,0.1,65,13,24.1,99.1,Rain
2012-04-09 07:00:00,6.3,43.34,1.5,71,13,24.1,99.11,Rain
2012-04-09 08:00:00,6.6,43.879999999999995,3.6,81,20,24.1,99.05,Rain
2012-04-09 09:00:00,7.4,45.32,1.6,67,19,24.1,99.05,Rain
2012-04-09 10:00:00,7.0,44.6,2.3,72,28,24.1,99.07,Rain
2012-04-09 11:00:00,7.4,45.32,2.8,73,24,24.1,99.1,Rain
2012-04-09 12:00:00,7.9,46.22,4.1,77,17,24.1,99.07,Rain
2012-04-09 13:00:00,8.8,47.84,2.6,65,17,24.1,99.08,Rain
2012-04-09 14:00:00,9.0,48.2,1.3,58,19,24.1,99.11,Rain
2012-04-09 15:00:00,8.6,47.480000000000004,0.7,58,22,24.1,99.14,Cloudy
2012-04-09 16:00:00,8.7,47.66,0.2,55,17,24.1,99.19,Cloudy
2012-04-09 17:00:00,8.3,46.94,1.0,60,22,24.1,99.24,Cloudy
2012-04-09 18:00:00,6.2,43.16,2.2,76,30,24.1,99.31,Rain Showers
2012-04-09 19:00:00,6.4,43.52,1.7,72,28,25.0,99.34,Cloudy
2012-04-09 20:00:00,5.7,42.26,1.4,74,19,25.0,99.4,Mostly Cloudy
2012-04-09 21:00:00,5.8,42.44,1.4,73,22,25.0,99.43,Cloudy
2012-04-09 22:00:00,5.4,41.72,1.3,75,19,25.0,99.42,Cloudy
2012-04-09 23:00:00,5.3,41.54,0.9,73,20,25.0,99.42,Mostly Cloudy
2012-04-10 00:00:00,5.1,41.18,1.7,79,19,25.0,99.43,Cloudy
2012-04-10 01:00:00,4.9,40.82,2.2,83,20,25.0,99.41,Cloudy
2012-04-10 02:00:00,4.6,40.28,1.8,82,19,25.0,99.4,Mostly Cloudy
2012-04-10 03:00:00,4.3,39.74,1.6,83,17,25.0,99.37,Mostly Cloudy
2012-04-10 04:00:00,4.0,39.2,1.5,84,13,25.0,99.39,Mostly Cloudy
2012-04-10 05:00:00,4.0,39.2,1.6,84,9,24.1,99.39,Cloudy
2012-04-10 06:00:00,4.3,39.74,1.7,83,9,24.1,99.45,Mostly Cloudy
2012-04-10 07:00:00,5.0,41.0,1.5,78,9,24.1,99.48,Cloudy
2012-04-10 08:00:00,5.3,41.54,1.5,76,17,24.1,99.51,Rain Showers
2012-04-10 09:00:00,5.7,42.26,1.8,76,15,24.1,99.53,Mostly Cloudy
2012-04-10 10:00:00,6.9,44.42,0.9,66,20,24.1,99.56,Mostly Cloudy
2012-04-10 11:00:00,6.9,44.42,2.5,74,15,24.1,99.58,Rain Showers
2012-04-10 12:00:00,8.0,46.4,0.5,59,19,24.1,99.58,Cloudy
2012-04-10 13:00:00,8.8,47.84,1.0,58,22,24.1,99.6,Mostly Cloudy
2012-04-10 14:00:00,7.6,45.68,2.4,70,33,16.1,99.63,Rain Showers
2012-04-10 15:00:00,6.2,43.16,3.2,81,19,24.1,99.71,Rain Showers
2012-04-10 16:00:00,6.7,44.06,2.9,77,20,24.1,99.77,Mostly Cloudy
2012-04-10 17:00:00,6.8,44.24,2.4,73,19,24.1,99.83,Mostly Cloudy
2012-04-10 18:00:00,6.0,42.8,2.5,78,24,24.1,99.91,Mostly Cloudy
2012-04-10 19:00:00,5.8,42.44,2.3,78,19,25.0,100.01,Mostly Cloudy
2012-04-10 20:00:00,5.2,41.36,1.8,79,20,25.0,100.12,Mostly Cloudy
2012-04-10 21:00:00,5.1,41.18,2.3,82,22,25.0,100.15,Mostly Cloudy
2012-04-10 22:00:00,4.4,39.92,1.9,84,11,25.0,100.16,Mostly Cloudy
2012-04-10 23:00:00,4.7,40.46,2.4,85,15,25.0,100.21,Mostly Cloudy
2012-04-11 00:00:00,4.3,39.74,1.9,84,17,25.0,100.24,Mostly Cloudy
2012-04-11 01:00:00,4.0,39.2,1.7,85,9,25.0,100.26,Mostly Cloudy
2012-04-11 02:00:00,3.2,37.76,1.4,88,11,25.0,100.26,Mostly Cloudy
2012-04-11 03:00:00,3.0,37.4,1.3,89,0,25.0,100.3,Mostly Cloudy
2012-04-11 04:00:00,1.6,34.88,0.1,90,0,25.0,100.34,Mainly Clear
2012-04-11 05:00:00,0.7,33.26,-0.8,90,6,24.1,100.4,Mostly Cloudy
2012-04-11 06:00:00,2.4,36.32,0.8,89,6,24.1,100.5,Mostly Cloudy
2012-04-11 07:00:00,3.2,37.76,1.2,87,4,24.1,100.58,Cloudy
2012-04-11 08:00:00,4.6,40.28,1.7,81,4,24.1,100.65,Cloudy
2012-04-11 09:00:00,6.1,42.980000000000004,1.4,72,0,24.1,100.72,Cloudy
2012-04-11 10:00:00,6.7,44.06,2.2,73,4,24.1,100.76,Mostly Cloudy
2012-04-11 11:00:00,6.7,44.06,2.0,72,11,24.1,100.78,Cloudy
2012-04-11 12:00:00,8.8,47.84,2.5,65,9,24.1,100.76,Mainly Clear
2012-04-11 13:00:00,11.0,51.8,1.9,53,4,24.1,100.74,Mostly Cloudy
2012-04-11 14:00:00,8.4,47.120000000000005,0.3,57,32,24.1,100.79,Rain Showers
2012-04-11 15:00:00,7.5,45.5,3.1,74,7,24.1,100.79,Mostly Cloudy
2012-04-11 16:00:00,9.5,49.1,1.4,57,20,24.1,100.82,Mostly Cloudy
2012-04-11 17:00:00,9.3,48.74,1.3,57,33,24.1,100.91,Rain Showers
2012-04-11 18:00:00,8.4,47.120000000000005,-0.2,55,17,24.1,100.92,Mainly Clear
2012-04-11 19:00:00,6.4,43.52,-0.4,62,11,24.1,101.0,Mainly Clear
2012-04-11 20:00:00,7.4,45.32,0.8,63,13,25.0,101.07,Mostly Cloudy
2012-04-11 21:00:00,6.9,44.42,0.9,66,7,25.0,101.08,Mostly Cloudy
2012-04-11 22:00:00,3.3,37.94,-0.9,74,11,25.0,101.09,Mostly Cloudy
2012-04-11 23:00:00,6.6,43.879999999999995,-0.3,61,13,25.0,101.11,Mostly Cloudy
2012-04-12 00:00:00,5.5,41.9,-1.5,61,13,25.0,101.14,Mainly Clear
2012-04-12 01:00:00,5.8,42.44,-2.2,56,15,25.0,101.15,Mostly Cloudy
2012-04-12 02:00:00,4.8,40.64,-2.6,59,17,25.0,101.18,Mainly Clear
2012-04-12 03:00:00,4.3,39.74,-2.8,60,13,25.0,101.21,Mostly Cloudy
2012-04-12 04:00:00,3.1,37.58,-3.0,64,13,25.0,101.24,Mainly Clear
2012-04-12 05:00:00,3.8,38.84,-2.9,62,15,24.1,101.3,Mostly Cloudy
2012-04-12 06:00:00,3.5,38.3,-2.9,63,13,48.3,101.36,Mainly Clear
2012-04-12 07:00:00,4.0,39.2,-2.3,63,6,48.3,101.43,Mainly Clear
2012-04-12 08:00:00,6.5,43.7,-2.1,54,13,48.3,101.46,Mostly Cloudy
2012-04-12 09:00:00,7.7,45.86,-1.8,51,13,48.3,101.5,Mostly Cloudy
2012-04-12 10:00:00,8.7,47.66,-1.4,49,9,48.3,101.51,Mostly Cloudy
2012-04-12 11:00:00,9.8,49.64,-1.2,46,9,48.3,101.46,Mostly Cloudy
2012-04-12 12:00:00,10.4,50.72,-1.5,43,4,48.3,101.42,Mostly Cloudy
2012-04-12 13:00:00,10.0,50.0,-1.0,46,15,48.3,101.4,Mostly Cloudy
2012-04-12 14:00:00,10.3,50.540000000000006,-1.1,45,13,48.3,101.38,Mostly Cloudy
2012-04-12 15:00:00,11.3,52.34,-1.4,41,15,48.3,101.33,Mostly Cloudy
2012-04-12 16:00:00,12.4,54.32,-1.8,37,15,48.3,101.32,Mostly Cloudy
2012-04-12 17:00:00,11.4,52.519999999999996,-1.5,41,11,48.3,101.32,Mainly Clear
2012-04-12 18:00:00,11.3,52.34,-2.2,39,17,48.3,101.33,Mainly Clear
2012-04-12 19:00:00,9.9,49.82,-1.8,44,11,48.3,101.34,Mainly Clear
2012-04-12 20:00:00,9.1,48.379999999999995,-1.1,49,7,25.0,101.38,Mainly Clear
2012-04-12 21:00:00,6.6,43.879999999999995,-0.8,59,0,25.0,101.39,Mainly Clear
2012-04-12 22:00:00,6.7,44.06,-0.6,60,4,25.0,101.44,Clear
2012-04-12 23:00:00,5.9,42.620000000000005,-2.2,56,11,25.0,101.47,Clear
2012-04-13 00:00:00,4.6,40.28,-4.0,54,11,25.0,101.49,Clear
2012-04-13 01:00:00,4.0,39.2,-5.1,51,11,25.0,101.48,Clear
2012-04-13 02:00:00,2.0,35.6,-5.4,58,6,25.0,101.5,Clear
2012-04-13 03:00:00,1.5,34.7,-5.1,61,9,25.0,101.52,Clear
2012-04-13 04:00:00,1.2,34.16,-4.5,66,6,25.0,101.56,Clear
2012-04-13 05:00:00,1.3,34.34,-4.1,67,6,48.3,101.6,Clear
2012-04-13 06:00:00,1.8,35.24,-3.4,68,6,48.3,101.67,Clear
2012-04-13 07:00:00,4.1,39.38,-2.1,64,7,48.3,101.75,Mainly Clear
2012-04-13 08:00:00,6.1,42.980000000000004,-1.5,58,7,48.3,101.77,Mainly Clear
2012-04-13 09:00:00,8.0,46.4,-0.8,54,13,48.3,101.73,Mainly Clear
2012-04-13 10:00:00,9.8,49.64,-1.8,44,17,48.3,101.69,Mainly Clear
2012-04-13 11:00:00,12.2,53.96,-1.0,40,19,48.3,101.6,Mainly Clear
2012-04-13 12:00:00,13.5,56.3,-3.0,32,24,48.3,101.52,Mainly Clear
2012-04-13 13:00:00,14.7,58.46,-6.1,23,24,48.3,101.48,Mainly Clear
2012-04-13 14:00:00,15.0,59.0,-5.6,24,22,48.3,101.36,Mainly Clear
2012-04-13 15:00:00,15.9,60.620000000000005,-4.9,24,32,48.3,101.27,Mainly Clear
2012-04-13 16:00:00,16.1,60.980000000000004,-5.2,23,30,48.3,101.22,Mostly Cloudy
2012-04-13 17:00:00,15.0,59.0,-4.3,26,28,48.3,101.22,Cloudy
2012-04-13 18:00:00,14.3,57.74,-5.1,26,22,48.3,101.24,Cloudy
2012-04-13 19:00:00,13.6,56.480000000000004,-6.8,24,19,48.3,101.25,Mostly Cloudy
2012-04-13 20:00:00,12.2,53.96,-5.9,28,15,25.0,101.31,Mostly Cloudy
2012-04-13 21:00:00,11.7,53.06,-5.1,30,19,25.0,101.32,Mainly Clear
2012-04-13 22:00:00,10.3,50.540000000000006,-1.3,44,20,25.0,101.36,Mainly Clear
2012-04-13 23:00:00,9.1,48.379999999999995,-1.3,48,20,25.0,101.37,Mainly Clear
2012-04-14 00:00:00,7.9,46.22,-1.6,51,22,25.0,101.35,Clear
2012-04-14 01:00:00,7.5,45.5,-1.8,52,11,25.0,101.35,Clear
2012-04-14 02:00:00,6.8,44.24,-1.8,54,17,25.0,101.34,Clear
2012-04-14 03:00:00,5.4,41.72,-1.0,63,19,25.0,101.36,Mainly Clear
2012-04-14 04:00:00,5.7,42.26,-0.5,64,11,25.0,101.35,Mainly Clear
2012-04-14 05:00:00,6.2,43.16,0.0,64,17,25.0,101.36,Mostly Cloudy
2012-04-14 06:00:00,6.7,44.06,-0.9,58,19,24.1,101.42,Mostly Cloudy
2012-04-14 07:00:00,7.5,45.5,-1.2,54,20,48.3,101.49,Mostly Cloudy
2012-04-14 08:00:00,9.2,48.56,-0.5,51,19,48.3,101.46,Mostly Cloudy
2012-04-14 09:00:00,10.8,51.44,-0.3,46,20,48.3,101.45,Mostly Cloudy
2012-04-14 10:00:00,12.8,55.040000000000006,-0.2,41,26,48.3,101.38,Cloudy
2012-04-14 11:00:00,13.8,56.84,-0.8,37,24,48.3,101.28,Cloudy
2012-04-14 12:00:00,15.3,59.540000000000006,-0.3,34,24,48.3,101.21,Cloudy
2012-04-14 13:00:00,14.8,58.64,-1.1,34,26,48.3,101.2,Cloudy
2012-04-14 14:00:00,14.7,58.46,-0.7,35,17,48.3,101.08,Cloudy
2012-04-14 15:00:00,15.6,60.08,-3.0,28,20,48.3,101.02,Cloudy
2012-04-14 16:00:00,15.9,60.620000000000005,-3.5,26,19,48.3,100.98,Cloudy
2012-04-14 17:00:00,15.4,59.72,-3.1,28,24,48.3,101.0,Mostly Cloudy
2012-04-14 18:00:00,14.5,58.1,-2.7,30,13,48.3,100.95,Mostly Cloudy
2012-04-14 19:00:00,11.9,53.42,-0.6,42,7,48.3,100.91,Mostly Cloudy
2012-04-14 20:00:00,12.8,55.040000000000006,-0.9,39,7,25.0,100.9,Mostly Cloudy
2012-04-14 21:00:00,12.0,53.6,0.0,44,7,25.0,100.86,Mostly Cloudy
2012-04-14 22:00:00,11.0,51.8,0.1,47,9,25.0,100.82,Mostly Cloudy
2012-04-14 23:00:00,11.6,52.879999999999995,0.3,46,9,25.0,100.76,Mostly Cloudy
2012-04-15 00:00:00,12.9,55.22,0.1,41,9,25.0,100.77,Mostly Cloudy
2012-04-15 01:00:00,13.1,55.58,0.6,42,13,25.0,100.74,Mostly Cloudy
2012-04-15 02:00:00,12.4,54.32,1.8,48,15,25.0,100.7,Mostly Cloudy
2012-04-15 03:00:00,11.3,52.34,2.3,54,15,25.0,100.7,Clear
2012-04-15 04:00:00,10.9,51.620000000000005,4.3,64,15,25.0,100.72,Clear
2012-04-15 05:00:00,9.9,49.82,4.5,69,6,25.0,100.72,Clear
2012-04-15 06:00:00,10.6,51.08,5.4,70,13,24.1,100.74,Mainly Clear
2012-04-15 07:00:00,11.7,53.06,6.2,69,9,24.1,100.81,Cloudy
2012-04-15 08:00:00,13.5,56.3,8.0,69,11,24.1,100.84,Cloudy
2012-04-15 09:00:00,14.1,57.379999999999995,8.9,71,26,24.1,100.79,Cloudy
2012-04-15 10:00:00,15.5,59.900000000000006,9.4,67,32,24.1,100.72,Cloudy
2012-04-15 11:00:00,17.3,63.14,9.7,61,28,24.1,100.68,Mainly Clear
2012-04-15 12:00:00,18.4,65.12,10.1,58,28,48.3,100.65,Mainly Clear
2012-04-15 13:00:00,19.8,67.64,10.1,54,32,48.3,100.68,Mostly Cloudy
2012-04-15 14:00:00,19.4,66.92,10.1,55,26,24.1,100.68,Mostly Cloudy
2012-04-15 15:00:00,18.1,64.58000000000001,10.6,62,24,48.3,100.65,Mostly Cloudy
2012-04-15 16:00:00,17.5,63.5,10.9,65,22,48.3,100.69,Cloudy
2012-04-15 17:00:00,17.0,62.6,11.0,68,20,24.1,100.73,Cloudy
2012-04-15 18:00:00,16.6,61.88,11.2,70,20,24.1,100.77,Cloudy
2012-04-15 19:00:00,16.3,61.34,11.5,73,17,24.1,100.78,Cloudy
2012-04-15 20:00:00,15.5,59.900000000000006,11.0,75,11,25.0,100.8,Cloudy
2012-04-15 21:00:00,14.6,58.28,10.5,76,6,25.0,100.83,Mostly Cloudy
2012-04-15 22:00:00,14.8,58.64,10.6,76,6,25.0,100.82,Cloudy
2012-04-15 23:00:00,14.9,58.82,11.1,78,13,25.0,100.74,Cloudy
2012-04-16 00:00:00,15.7,60.26,11.6,77,17,25.0,100.77,Cloudy
2012-04-16 01:00:00,14.6,58.28,12.8,89,9,8.0,100.7,Rain Showers
2012-04-16 02:00:00,14.9,58.82,13.3,90,4,9.7,100.66,Rain Showers
2012-04-16 03:00:00,14.4,57.92,12.8,90,9,25.0,100.66,Cloudy
2012-04-16 04:00:00,15.2,59.36,12.6,84,11,25.0,100.66,Cloudy
2012-04-16 05:00:00,15.3,59.540000000000006,12.3,82,13,25.0,100.64,Cloudy
2012-04-16 06:00:00,15.7,60.26,12.0,79,15,24.1,100.61,Cloudy
2012-04-16 07:00:00,17.0,62.6,12.8,76,17,24.1,100.55,Cloudy
2012-04-16 08:00:00,19.3,66.74000000000001,13.5,69,17,24.1,100.52,Mostly Cloudy
2012-04-16 09:00:00,22.2,71.96000000000001,13.6,58,15,24.1,100.52,Mostly Cloudy
2012-04-16 10:00:00,24.9,76.82,12.8,47,22,24.1,100.44,Cloudy
2012-04-16 11:00:00,24.1,75.38,12.1,47,22,24.1,100.44,Cloudy
2012-04-16 12:00:00,24.8,76.64,11.7,44,30,24.1,100.39,Cloudy
2012-04-16 13:00:00,25.4,77.72,12.3,44,22,24.1,100.36,Cloudy
2012-04-16 14:00:00,26.6,79.88,12.4,41,24,24.1,100.26,Cloudy
2012-04-16 15:00:00,27.4,81.32,11.5,37,28,24.1,100.12,Mostly Cloudy
2012-04-16 16:00:00,27.8,82.03999999999999,11.6,37,26,48.3,100.06,Mostly Cloudy
2012-04-16 17:00:00,27.3,81.14,11.5,37,26,48.3,100.03,Mainly Clear
2012-04-16 18:00:00,26.7,80.06,11.3,38,11,48.3,99.99,Mostly Cloudy
2012-04-16 19:00:00,26.4,79.52,11.9,40,20,16.1,100.1,Rain Showers
2012-04-16 20:00:00,20.5,68.9,15.6,73,4,25.0,100.22,Mostly Cloudy
2012-04-16 21:00:00,19.3,66.74000000000001,15.8,80,13,25.0,100.26,Mostly Cloudy
2012-04-16 22:00:00,19.4,66.92,14.7,74,24,25.0,100.25,Rain Showers
2012-04-16 23:00:00,19.5,67.1,14.2,71,30,25.0,100.31,Mostly Cloudy
2012-04-17 00:00:00,19.0,66.2,11.6,62,28,25.0,100.34,Mainly Clear
2012-04-17 01:00:00,18.9,66.02,9.6,55,35,25.0,100.42,Mainly Clear
2012-04-17 02:00:00,17.4,63.31999999999999,4.7,43,30,25.0,100.51,Mainly Clear
2012-04-17 03:00:00,15.4,59.72,6.3,55,37,25.0,100.61,Mainly Clear
2012-04-17 04:00:00,14.5,58.1,6.1,57,37,25.0,100.8,Mainly Clear
2012-04-17 05:00:00,13.5,56.3,5.9,60,33,48.3,100.99,Mostly Cloudy
2012-04-17 06:00:00,11.9,53.42,2.3,52,37,48.3,101.19,Mainly Clear
2012-04-17 07:00:00,10.9,51.620000000000005,1.9,54,48,48.3,101.32,Mainly Clear
2012-04-17 08:00:00,10.2,50.36,0.6,51,43,48.3,101.42,Mainly Clear
2012-04-17 09:00:00,10.2,50.36,-1.1,45,44,48.3,101.5,Mainly Clear
2012-04-17 10:00:00,10.9,51.620000000000005,-1.3,43,41,48.3,101.51,Mainly Clear
2012-04-17 11:00:00,11.5,52.7,-1.0,42,30,48.3,101.57,Mostly Cloudy
2012-04-17 12:00:00,12.0,53.6,-0.8,41,37,48.3,101.58,Mostly Cloudy
2012-04-17 13:00:00,12.2,53.96,-0.2,42,32,48.3,101.61,Mainly Clear
2012-04-17 14:00:00,12.6,54.68,-0.3,41,35,48.3,101.64,Mostly Cloudy
2012-04-17 15:00:00,12.7,54.86,-0.5,40,30,48.3,101.63,Mainly Clear
